"ID","dt","DRk","Vts","Roomheight","RoomairflowNFFF","Roomvolumemin","Roomvolumemax","RoomACHmin","RoomACHmax","RoomUVCpurificationinroom","RoomUVCmaxflowrate","RoomUVCeffmin","RoomUVCeffmax","Roomwindowsopen","Roomwindspeedmin","Roomwindspeedmax","RoomsoaW","RoomsoaH","RoomsoaP","RoomNFw","RoomNFh","RoomNFd","Infected","Infcoughrateperhourmin","Infcoughrateperhourmax","Infcoughrateperhourmode","InfCsprayprobmin","InfCsprayprobmax","InfCsprayprobmode","InfCexhaleprobmin","InfCexhaleprobmax","InfCexhaleprobmode","Infsurfaces","Infsalivastudy","InfsalivaIwasakimin","InfsalivaIwasakimax","InfsalivaChenshape","InfsalivaChenscale","InfEairTalkSmean","InfEairTalkSsd","Sufinger","Suface","Sueye","SuFFtimemin","SuFFtimemax","SuTmaxa","SuTmaxb","SuTmaxc","INACTIVaira","INACTIVairb","INACTIVairc","INACTIVsurfacea","INACTIVsurfaceb","INACTIVsurfacec","INACTIVskinmean","INACTIVskinsd","TRANSsurface.skinshape","TRANSsurface.skinscale","CONTACTsurfaceNF.handa","CONTACTsurfaceNF.handb","CONTACTsurfaceNF.handc","CONTACTsurfaceFF.handa","CONTACTsurfaceFF.handb","CONTACTsurfaceFF.handc","CONTACTface.handsize","CONTACTface.handmu","SuTARGETmin","SuTARGETmax","SuCeyeprob","SuCSPRAYprobmin","SuCSPRAYprobmax","SuCSPRAYprobmode","SuCinhaleprobmin","SuCinhaleprobmax","SuCinhaleprobmode","SuChandtouchmin","SuChandtouchmax","SuChandtouchmode","SuCfomiteprobmin","SuCfomiteprobmax","SuCfomiteprobmode","SuSPRAYprob","Su","V","W","Vn","NFsizeperc","betaNF","ACH","pSPRAY","FFtime","Tmax","Infcoughrateperhour","Ncough","FFinfected","COUGHrate","CONCsaliva","gf","Infactivity","InfEairTalkS","EairTalkS","InfEairTalkSQA","INACTIVair","INACTIVsurface","INACTIVskin","Aportals","TRANSsurface.skin","TRANSskin","CONTACTsurfaceNF.hand","CONTACTsurfaceFF.hand","CONTACTface.hand","pTARGET","ExtraExpVolStudy","distsalivavirusconc","Feye","Fspray","Finhale","Ffomite","rateEair","rateEsurface","rateEair2","rateEsurface2","nsteps","probthin","probinsp","Nsurface","Nsurface2","Nair","Nair2","doseFACE","doseLUNG","doseLUNGFF","doseSPRAY","rFACE","rSPRAY","rLUNGNF","rLUNGFF","rOVERALL","numberinfected"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.746370119974","4.03097879428698","26.64","0.54650223051345","24.4526218147558","3.16026785550639","0.05","40","7.51642154386402","30.2015822331616","4","0","0.503359703886027","337836.625327994","682.179331430234","resting-speaking","100.001689315731","100.001689315731","100.001689315731","0.00406411130894751","0.000743432560477231","0.929697824457629","15.2","0.0345194633659627","0.0345194633659627","4.65622293161294","4.86926041248844","0","0.00450454785604961","Duguid","equal","1","1","1","1","0.146748918069409","2.52753964223944","0","0","7516","0.004","0.00632911392405063","3399.82370508085","0","0.15046108767538","0","0","0.00116315288870529","0.000695838380853935","51.7355302978586","0","1.94282128955781e-05","2.83695424097008e-06","1.69716534237363e-06","2.39624253836363e-05","2.39624253836363e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.3304580412805","4.01374546781766","26.64","0.551205204329865","24.5576110369532","2.92111114342697","0.05","30","14.7906655969195","35.0891253037525","9","0","0.584818755062541","89230.22239012","612.836865475401","resting-speaking","89.6238071658633","89.6238071658633","89.6238071658633","0.00346072144496985","0.000771996983287573","1.33739714428234","15.2","0.281284459824178","0.281284459824178","1.78955167677663","3.53647351773164","0.0676102095235169","0.00695167884440161","Duguid","equal","1","1","1","1","0.146299257866084","0.936720144828709","0","0","14790","0.004","0.00632911392405063","1213.37280469628","0","0.15009889405117","0","0.000263537404872483","0.00399423075113742","0.0017965672751556","33.8994918932529","6.42773951620157e-07","2.66926372066711e-05","9.74197876890681e-06","4.38186180240496e-06","4.14596851335576e-05","4.14596851335576e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"49.5679583977908","4.06480661277552","26.64","0.537443963017596","24.2491241010593","2.97899799933657","0.05","30","9.62892613544246","37.1533821834071","6","0","0.619223036390118","2927552.94580702","912.532127462327","resting-speaking","82.8233090650735","82.8233090650735","82.8233090650735","0.00421876722653064","0.000793873138567266","1.57800190987978","15.2","0.219846464040797","0.219846464040797","4.95052149563477","0.720648126583463","0","0.00183165780338459","Duguid","equal","1","1","1","1","0.0920110740673276","20.535597770506","0","0","9628","0.004","0.00632911392405063","25867.606262088","0","0.0953669312925475","0","0","0.00125987085990303","0.000502467637315251","720.393270065635","0","0.00214673923912179","3.07285103462451e-06","1.22553007175785e-06","0.00215104685150551","0.00215104685150551"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"49.8800493879244","4.07758300090974","26.64","0.534081267498692","24.1731437417727","3.24911592970602","0.05","30","9.60661790027442","33.4374646925332","5","0","0.557291078208887","404612090.868069","636.116161942482","resting-speaking","67.0355142118008","67.0355142118008","67.0355142118008","0.00348690865145654","0.000691344066758087","1.40155679005399","15.2","0.186780371218263","0.186780371218263","4.92327373507214","1.23128175243301","0.104094907321278","0.00829162793583237","Duguid","equal","1","1","1","1","0.309256955975133","3179.97849323648","0","0","9606","0.004","0.00632911392405063","4599704.61328802","0","0.320233014175073","0","1.3631323651434","0.00424141048435299","0.0015670674846867","77561.8273166034","0.00331919234714984","0.2262190625","1.03448501120873e-05","3.82210851201936e-06","0.230306480258721","0.230306480258721"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.0031073652208","4.00012947145551","26.64","0.554964073415406","24.6412024169144","2.53487781551667","0.05","30","11.8299424905766","36.1846208174806","7","0","0.603077013624677","490764.417228738","999.064389732666","resting-speaking","30.156477174141","30.156477174141","30.156477174141","0.00410912433381938","0.000771109352707069","1.31289327522955","15.2","0.651224050952873","0.651224050952873","2.71930391786207","0.279268762075622","0","0.00150114074721932","Duguid","equal","1","1","1","1","0.0303644320578648","2.94657391649624","0","0","11829","0.004","0.00632911392405063","3821.21408092374","0","0.0312378548978953","0","0","0.000602541666404862","0.000256055414777934","139.035674331159","0","7.71113757676023e-05","1.46961274061219e-06","6.24525206882609e-07","7.92056761148363e-05","7.92056761148363e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"50.1308029266074","4.08781942387411","26.64","0.531409800856402","24.1126110963544","2.7764607402496","0.05","30","10.2639687192338","34.4973363212624","6","0","0.574955605354374","277085.359748667","603.461570572108","resting-speaking","54.6787815239658","54.6787815239658","54.6787815239658","0.00414002523857302","0.000697688630863254","1.02615803291121","15.2","0.0245201761270596","0.0245201761270596","2.55656511491625","0.880993185105692","0","0.00680328942346387","Duguid","equal","1","1","1","1","0.0907768130452438","2.49073900711629","0","0","10263","0.004","0.00632911392405063","3569.98651968068","0","0.0949325191632567","0","0","0.00139423933625731","0.000559488294950537","61.5793220066248","0","6.52316356168914e-05","3.40057796499593e-06","1.36460466637622e-06","6.99971337296679e-05","6.99971337296679e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.347239443101","4.01444223784994","26.64","0.551013880148258","24.5533486746072","3.22428337018937","0.05","40","12.2448220846578","31.1689939150191","6","0","0.519483231916985","221330314.85879","748.890673159622","resting-speaking","30.5263042611951","30.5263042611951","30.5263042611951","0.00314485970554393","0.000868533938381855","1.60285962472696","15.2","0.453944224152361","0.453944224152361","0.985312663234543","3.64504185058256","0.0816671727107375","0.00924201810499653","Duguid","equal","1","1","1","1","0.12828317387718","1326.96512796346","0","0","12244","0.004","0.00632911392405063","1527821.8493519","0","0.130999775685764","0","0.431841259068669","0.00220029529527895","0.00145779438335341","48577.6914618969","0.00105271686799469","0.264908109375","5.3665594909047e-06","3.55558973585968e-06","0.266250985782974","0.266250985782974"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"50.2817616909742","4.09396961766019","26.64","0.529814372132112","24.0763877618452","2.77527318685316","0.05","40","7.59572713104362","34.866102260524","4","0","0.581101704342066","4771.02223045162","821.336678229272","resting-speaking","79.1144041318841","79.1144041318841","79.1144041318841","0.00390526110195523","0.000653366747969951","1.56680578055167","15.2","0.010777124618601","0.010777124618601","3.055057032768","3.10953925628029","0","0.00667733432352543","Duguid","equal","1","1","1","1","0.0963258877041499","0.029651616996054","0","0","7595","0.004","0.00632911392405063","45.382806958241","0","0.100906192249923","0","0","0.000786004045781799","0.000456121207901947","0.738492014098915","0","5.70974334479502e-09","1.91708120089729e-06","1.11249013212689e-06","3.03528322640097e-06","3.03528322640097e-06"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.9881238937378","4.16285654704146","26.64","0.512424723278174","23.6779718172254","3.48208949388936","0.05","30","10.048357413534","37.5244149371719","6","0","0.625406915619531","332219.17137503","782.834294135682","resting-speaking","26.5182027059047","26.5182027059047","26.5182027059047","0.00421021668700877","0.000816873291831758","0.408602987040949","15.2","0.222752115779244","0.222752115779244","2.5786319783495","2.50412787563507","0","0.00885173554788344","Duguid","equal","1","1","1","1","0.0340315897780928","2.55771801592839","0","0","10048","0.004","0.00632911392405063","3131.10740858348","0","0.035758149121899","0","0","0.000488739712569937","0.00017643502433395","80.3178296330365","0","0.000135926351008675","1.19204736892531e-06","4.30329235023841e-07","0.000137548948649398","0.000137548948649398"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.3896012185141","4.0162005767688","26.64","0.550531505306297","24.5425989354601","3.09668969805352","0.05","30","7.38956894128971","35.3249558833741","4","0","0.588749264722902","77192.3587820867","750.041345134377","resting-speaking","53.6264214950963","53.6264214950963","53.6264214950963","0.00400167350123495","0.000753778625899767","1.39933883483596","15.2","0.0467313237886216","0.0467313237886216","2.22486554353028","2.28254945372382","0","0.00653967075049877","Duguid","equal","1","1","1","1","0.0715320527533222","0.518643546333805","0","0","7389","0.004","0.00632911392405063","688.058175853306","0","0.0731719337889726","0","0","0.000646037418920242","0.00025142976754037","11.4743690396513","0","1.42926533586163e-06","1.57569978032068e-06","6.13243147484788e-07","3.61821235853582e-06","3.61821235853582e-06"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.8112141229212","4.15576764360574","26.64","0.514174401256011","23.7183616730019","3.09437569486909","0.05","40","13.9671699550105","36.8791849528002","9","0","0.614653082546671","59385.9141553764","947.765280259773","resting-speaking","50.2546598453781","50.2546598453781","50.2546598453781","0.00370216211302199","0.000718256773338702","1.07572532361928","15.2","0.644975512414086","0.644975512414086","3.15039218543789","1.68908129501655","0.143192930739883","0.00225127472286113","Duguid","equal","1","1","1","1","0.0530493303266256","0.396532474027093","0","0","13967","0.004","0.00632911392405063","552.076205538411","0","0.056061866836673","0","0.000448394599569978","0.00112473338301458","0.000663967490506005","20.9525537247638","1.09364476674756e-06","3.71239207153096e-06","2.74324839100171e-06","1.6194315923812e-06","9.16874029116398e-06","9.16874029116398e-06"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.5655765188858","4.14590466681221","26.64","0.516623720676199","23.7747869093645","2.90378659963608","0.05","30","6.73566592894487","33.9158564461489","4","0","0.565264274102481","2062458384.44381","655.674625071697","resting-speaking","88.7624660093551","88.7624660093551","88.7624660093551","0.00287121439550114","0.000798002651634906","1.74375255446191","15.2","0.370147718641918","0.370147718641918","2.27702431630286","0.533444608489926","0","0.00102015789039433","Duguid","equal","1","1","1","1","1.34215970104873","15613.4247328486","0","0","6735","0.004","0.00632911392405063","19565630.1402766","0","1.42121048837058","0","0","0.0107944500674439","0.00342963490840186","275287.675129472","0","0.18549375","2.63275804169849e-05","8.36492820499579e-06","0.185534878013223","0.185534878013223"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.0703144464642","4.00292869644482","26.64","0.55418817843742","24.6239709659437","3.15371193899773","0.05","30","13.21047520287","35.5767169542419","8","0","0.592945282570698","95662768.1802531","899.964493932202","resting-speaking","97.4481043106652","97.4481043106652","97.4481043106652","0.00312779228307433","0.000750461668089516","1.54011240049732","15.2","0.839383695510692","0.839383695510692","3.57915501447743","1.01033327437075","0","0.00657164222933352","Duguid","equal","1","1","1","1","0.148536095263966","654.373817590201","0","0","13210","0.004","0.00632911392405063","871961.680942438","0","0.151455498413636","0","0","0.00333477869087362","0.00149271173729947","31059.654620427","0","0.336579568710938","8.13357348539157e-06","3.64075370729022e-06","0.336595306075678","0.336595306075678"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.6647206367925","4.1498883774865","26.64","0.515632324565956","23.7519641575759","2.95393932680599","0.05","30","10.5249015271458","35.22669364358","6","0","0.587111560726333","117472215.891788","945.991941960528","resting-speaking","32.184132477325","32.184132477325","32.184132477325","0.00295817419080636","0.000681663500461336","1.44619922857145","15.2","0.049355731653886","0.049355731653886","3.33282926017221","1.9380548533986","0","0.00329797298042104","Duguid","equal","1","1","1","1","0.0783207994070116","632.710204231282","0","0","10524","0.004","0.00632911392405063","928185.539937339","0","0.0829280581749395","0","0","0.00122862956388346","0.000478517738882107","25143.3105690193","0","0.264908106315639","2.99665298286733e-06","1.16711575526285e-06","0.264913373104892","0.264913373104892"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.864753765054","4.03587056965632","26.64","0.545178230674965","24.4229834180222","2.7925440617837","0.05","30","9.97939842461907","33.9798143876587","6","0","0.566330239794311","85526.3043220844","906.548839295283","resting-speaking","48.4300744468382","48.4300744468382","48.4300744468382","0.00291180760232475","0.000693979849219477","2.47820214537763","15.2","0.17927941277238","0.17927941277238","1.40555624734556","0.245275510896758","0","0.00748738331021741","Duguid","equal","1","1","1","1","0.0534580408276019","0.58827744770938","0","0","9979","0.004","0.00632911392405063","847.68664158047","0","0.0552862031736443","0","0","0.000784488001432899","0.000324293699228318","21.2503516331747","0","7.19846045094119e-06","1.91338353883186e-06","7.90959929219959e-07","9.90282489952311e-06","9.90282489952311e-06"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.2614334253594","4.13365993704366","26.64","0.519688940005743","23.8452125963933","3.14959889347665","0.05","40","5.07941008975698","35.1604406133042","3","0","0.58600734355507","520445.38185285","735.09360360913","resting-speaking","93.4483998015821","93.4483998015821","93.4483998015821","0.00425657937153635","0.000781973756671671","0.811168042749171","15.2","0.135516800999049","0.135516800999049","2.00633238477729","0.757801420543109","0","0.00612927340273745","Duguid","equal","1","1","1","1","0.127373877293493","4.22410872657946","0","0","5079","0.004","0.00632911392405063","5401.85484556235","0","0.133724784866426","0","0","0.000555215668331545","0.000277567762589844","62.958236874425","0","2.99533551032516e-05","1.35418364000106e-06","6.76994313719703e-07","3.1984594814369e-05","3.1984594814369e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"48.9397280653939","4.03896554682813","26.64","0.544343032809731","24.4042685824362","2.92206479841843","0.05","30","11.3019720179901","34.5995506330453","7","0","0.576659177217421","3097682.53293469","698.800469283015","resting-speaking","100.11654029585","100.11654029585","100.11654029585","0.00419192695405508","0.000728656460635308","1.33299815016773","15.2","0.0816167212654294","0.0816167212654294","2.30654557730328","2.98390963236008","0","0.00113041832088493","Duguid","equal","1","1","1","1","0.144969270247744","23.8931294235133","0","0","11301","0.004","0.00632911392405063","32790.6643450072","0","0.149504030434521","0","0","0.00258127560177529","0.00105664545753596","753.145075703244","0","0.00197468670703327","6.29577433219897e-06","2.57718072183e-06","0.00198357719965108","0.00198357719965108"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"49.685480303131","4.06962243552278","26.64","0.536172737738861","24.2204286912769","2.79513428267092","0.05","30","6.32129908658057","37.742103525217","4","0","0.629035058753616","31.3484367255487","691.611816640943","resting-speaking","368.682567705998","368.682567705998","368.682567705998","0.0032155061428023","0.000697470639553611","1.38360880110801","15.2","0.416114518085358","0.416114518085358","1.96737163479298","4.13634315732205","0","0.00236588294920512","Duguid","equal","1","1","1","1","0.533077329499798","0.000274425958096852","0","0","6321","0.004","0.00632911392405063","0.393458796018263","0","0.555482922856918","0","0","0.00379705624663555","0.00137566354037629","0.00478939989970302","0","8.70414851306123e-14","9.26106991272491e-06","3.35527129879942e-06","1.2616372371969e-05","1.2616372371969e-05"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"49.1776801235974","4.04877265862127","26.64","0.541709164260009","24.3451555103036","3.3230714420788","0.05","40","13.5544805569962","31.5206141819005","7","0","0.525343569698342","17386552.5240984","550.115531426854","resting-speaking","144.725574144553","144.725574144553","144.725574144553","0.0047631276575362","0.000688116904585334","1.57831438186488","15.2","0.126285811433653","0.126285811433653","4.51153981212741","0.838332838171672","0.0737763425012882","0.00554342034342699","Duguid","equal","1","1","1","1","0.273259035650483","175.597594140967","0","0","13554","0.004","0.00632911392405063","255185.700236188","0","0.280351859776795","0","0.0195388593865868","0.00538620448786057","0.00356739729823314","5228.43867014204","4.76546190839588e-05","0.205057917263788","1.31369978255691e-05","8.70093116678294e-06","0.205141659948786","0.205141659948786"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.8331476924941","4.15664719425381","26.64","0.513956824656777","23.7133428442668","2.98253120970912","0.05","40","15.1659516471631","32.1852481829053","8","0","0.536420803048421","12824759.1991519","949.240402784199","resting-speaking","72.4967353102023","72.4967353102023","72.4967353102023","0.00221480521115406","0.000701251606330269","1.15175562711268","15.2","0.343186128830173","0.343186128830173","2.26751073191891","2.02285585551083","0.0659371744856551","0.00101746642147191","Duguid","equal","1","1","1","1","0.0809067935866902","71.4495760061786","0","0","15165","0.004","0.00632911392405063","101888.645047221","0","0.0858223579379339","0","0.00544444918926524","0.00195495420869412","0.00120137151403669","4106.32998606423","1.32790561966356e-05","0.0491370415573402","4.76816962902138e-06","2.93017013153207e-06","0.0491590497157488","0.0491590497157488"
"Hospital (single patient)",0.001,410,0.000285,3,3.7,48,52,2.5,3.5,"N",NA,NA,NA,"N",NA,NA,NA,NA,NA,3.7,2.4,3,1,30,40,35,1,1,1,1,1,1,10000,"Chen",0,3,3.47,7.01,4,0.7,10,10,5.2,30,40,3,17,13,0.096,0.42,0.253,0.036,0.053,0.044,71.9,23.5,0.94,0.23,0,411,124,0,360,25,0.44,0.52,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,1,"51.3273291038349","4.13631595762199","26.64","0.519021746604181","23.829901054432","2.71612128429115","0.05","30","3.72443300025996","31.9941780311465","2","0","0.533236300519108","577231672.902825","960.160685703158","resting-speaking","14.7629469091591","14.7629469091591","14.7629469091591","0.00290462201472296","0.00066064694304626","1.33482805390151","15.2","0.0568668862611163","0.0568668862611163","5.56576363171153","2.39317681299309","0","0.00392410386935808","Duguid","equal","1","1","1","1","0.215372752081915","3284.7057273749","0","0","3724","0.004","0.00632911392405063","4971953.26785142","0","0.22830499076697","0","0","0.000701398860383679","0.000204734536067908","46895.518846458","0","0.0975","1.71072746446566e-06","4.99352402316688e-07","0.0975024255635914","0.0975024255635914"
